,Nom,Mouvement,summary,sum_lem,mvm_label
386,John_Polidori,gothique,"John William Polidori (Londres, 7 septembre 1795 - Londres, 24 août 1821), fils de Gaetano Polidori, est un écrivain italo-anglais. Il est notamment connu pour la nouvelle Le Vampire (The Vampyre), parue en 1819 et qui popularise le thème du vampirisme dans la littérature.",John William Polidori Londres 7 septembre 1795 londre 24 août 1821 fils gaetano Polidori écrivain il notamment connaître nouvelle le Vampire The Vampyre paraître 1819 popularise thème vampirisme littérature,20
387,Washington_Irving,gothique,"Washington Irving, né le 3 avril 1783 à New York  et mort le 28 novembre 1859 à Sunnyside (Tarrytown), est un écrivain américain.
Il a publié sous les pseudonymes de Geoffrey Crayon, Dietrich Knickerbocker et Jonathan Oldstyle. Il est surtout connu pour ses nouvelles, mais il a aussi écrit de nombreux essais et biographies.",Washington Irving naître 3 avril 1783 New York mort 28 novembre 1859 Sunnyside Tarrytown écrivain américain il avoir publier sous pseudonyme Geoffrey Crayon Dietrich Knickerbocker jonathan Oldstyle il surtout connaître nouveau avoir aussi écrire nombreux essai biographie,20
388,James_Hogg,gothique,"James Hogg, né le 9 décembre 1770, mort le 21 novembre 1835, est un poète et romancier écossais qui écrivait à la fois en écossais et en anglais.",James Hogg naître 9 décembre 1770 mourir 21 novembre 1835 poète romancier écossais écrire fois écossais anglais,20
389,Joseph_Sheridan_Le_Fanu,gothique,"Joseph Sheridan Le Fanu, né le 28 août 1814 à Dublin, où il est mort le 10 février 1873, est un écrivain irlandais.
C'est l'un des auteurs majeurs du récit fantastique.",Joseph Sheridan le Fanu naître 28 août 1814 Dublin où mourir 10 février 1873 écrivain irlandais auteur majeur récit fantastique,20
390,Robert_Louis_Stevenson,gothique,"Robert Louis Stevenson /ˈɹɒbət ˈluɪs ˈstiːvənsən/, né le 13 novembre 1850 à Édimbourg et mort le 3 décembre 1894 à Vailima (Samoa), est un écrivain écossais et un grand voyageur, célèbre pour ses romans L'Île au trésor (1883), L'Étrange Cas du docteur Jekyll et de M. Hyde (1886) et puis son récit Voyage avec un âne dans les Cévennes (1879).
Stevenson est parfois considéré comme un auteur de romans d'aventures ou de récits fantastiques pour adolescents, mais son œuvre a une tout autre dimension : il est d'ailleurs salué avec enthousiasme par les plus grands de ses contemporains et de ses successeurs. Ses nouvelles et romans manifestent en effet une profonde intelligence de la narration, de ses moyens et de ses effets. Il exploite tous les ressorts du récit comme la multiplication des narrateurs et des points de vue, et pratique en même temps une écriture très visuelle[réf. souhaitée], propice aux scènes particulièrement frappantes.",Robert Louis stevenson ˈluɪ naître 13 novembre 1850 Édimbourg mort 3 décembre 1894 vailima Samoa écrivain écossais grand voyageur célèbre roman Île trésor 1883 Étrange Cas docteur Jekyll Hyde 1886 puis récit voyage âne cévenne 1879 stevenson parfois considérer comme auteur roman aventure récit fantastique adolescent œuvre avoir tout autre dimension ailleurs saluer enthousiasme plus grand contemporain successeur son nouveau roman manifester effet profonde intelligence narration moyen effet il exploite tout ressort récit comme multiplication narrateur point vue pratique temps écriture très souhaiter propice scène particulièrement frappant,20
391,Bram_Stoker,gothique,"Abraham Stoker dit Bram Stoker, né le 8 novembre 1847 à Clontarf (un quartier nord de Dublin) et mort à Londres le 20 avril 1912, est un écrivain irlandais, auteur de nombreux romans et de nouvelles, qui a connu la célébrité grâce à son roman intitulé Dracula.

",Abraham stoker dit Bram Stoker naître 8 novembre 1847 Clontarf quartier nord Dublin mort Londres 20 avril 1912 écrivain irlandais auteur nombreux roman nouveau avoir connaître célébrité grâce roman intituler Dracula,20
392,François-Thomas-Marie_de_Baculard_d'Arnaud,preromantisme,"François-Thomas-Marie de Baculard d'Arnaud, né le 15 septembre 1718 à Paris, où il est mort le 9 novembre 1805, était un poète, romancier et auteur dramatique français.",François Thomas Marie Baculard Arnaud naître 15 septembre 1718 Paris où mourir 9 novembre 1805 poète romancier auteur dramatique français,29
393,Pierre_Le_Tourneur,preromantisme,"Pierre-Prime-Félicien Le Tourneur, né le 9 juin 1737 à Valognes (Manche) et mort le 24 janvier 1788 à Paris, est un homme de lettres et traducteur français.

",le tourneur naître 9 juin 1737 Valognes Manche mort 24 janvier 1788 Paris homme lettre traducteur français,29
394,Jacques-Henri_Bernardin_de_Saint-Pierre,preromantisme,"Jacques Bernardin Henri de Saint-Pierre, ou plus communément Jacques-Henri Bernardin de Saint-Pierre, est un écrivain et botaniste français, né le 19 janvier 1737 au Havre, de Nicolas Saint-Pierre et Catherine Godebout. Il est mort le 21 janvier 1814 à Éragny.",Jacques Bernardin Henri plus communément Jacques Henri Bernardin écrivain botanist français naître 19 janvier 1737 Havre Nicolas Catherine Godebout il mourir 21 janvier 1814 Éragny,29
395,Louis-Sébastien_Mercier,preromantisme,"Louis-Sébastien Mercier, né le 6 juin 1740  à Paris et mort dans la même ville le 25 avril 1814 , est un écrivain français du mouvement des Lumières, à la fois romancier, dramaturge, essayiste, philosophe, critique littéraire et journaliste. 
Auteur prolifique, il est l’un des hommes dont la vie littéraire a été la plus active au XVIIIe siècle, qui s’appelait lui-même « le plus grand livrier de France » ; il reste essentiellement connu aujourd'hui pour son roman d'anticipation l’An 2440 (1771) et pour son Tableau de Paris (1781), publiés avant la Révolution. Il est également l’auteur d'une trentaine de pièces de théâtre, de dizaines de pièces en vers et de nombreux essais critiques, et le fondateur des Annales patriotiques et littéraires.",Mercier naître 6 juin 1740 Paris mort ville 25 avril 1814 écrivain français mouvement lumière fois romancier dramaturge essayiste philosophe critique littéraire journaliste auteur prolifique homme dont vie littéraire avoir plus actif xviii siècle appeler plus grand livrier France reste essentiellement connaître roman anticipation an 2440 1771 tableau Paris 1781 publier avant révolution il également auteur trentaine pièce théâtre dizaine pièce vers nombreux essai critique fondateur annale patriotique littéraire,29
396,Joseph_Marie_Loaisel_de_Tréogate,preromantisme,"Joseph Marie Loaisel de Tréogate est un écrivain français né au château de Bovrel, à Saint-Guyomard le 18 août 1752, et mort à Paris le 11 octobre 1812 .",Joseph Marie Loaisel Tréogate écrivain français naître château Bovrel 18 août 1752 mort Paris 11 octobre 1812,29
397,Louis_Ramond_de_Carbonnières,preromantisme,"Louis François Élisabeth Ramond, seigneur de Carbonnières, baron Ramond et de l'Empire est un homme politique, un géologue et un botaniste français, né le 4 janvier 1755 à Strasbourg et mort le 14 mai 1827 à Paris. Il est considéré comme l'un des premiers explorateurs de la haute montagne pyrénéenne pouvant être qualifié de pyrénéiste.",Louis François Élisabeth Ramond seigneur carbonnière baron Ramond empire homme politique géologue botaniste français naître 4 janvier 1755 Strasbourg mort 14 mai 1827 Paris il considérer comme premier explorateur haute montagn pyrénéen pouvoir être qualifier pyrénéiste,29
398,André_Chénier,preromantisme,"André Marie de Chénier, dit André Chénier, fils de Louis de Chénier et frère de Marie-Joseph Chénier, est un poète et journaliste français né le 30 octobre 1762 à Constantinople et mort guillotiné à Paris le 7 Thermidor de l'an II (25 juillet 1794) à 31 ans.
Sa poésie comprend des réécritures de poèmes antiques, des élégies personnelles, des poèmes philosophiques et des poèmes politiques marqués par le contexte révolutionnaire. L'œuvre inachevée de ce jeune poète du XVIIIe siècle, publiée progressivement à partir de 1819, a fait de lui une figure majeure de l'hellénisme en France et un inspirateur du romantisme. 
Durant la période révolutionnaire, il entre dans les polémiques politiques. Héritier des Lumières, il est membre du parti constitutionnel, admire la Révolution de 1789 mais prend violemment position contre le jacobinisme mené par Robespierre, tout en méprisant les royalistes.",André Marie chénier dire André chénier fils Louis chénier frère chénier poète journaliste français naître 30 octobre 1762 Constantinople mort guillotiner Paris 7 thermidor an II 25 juillet 1794 31 an son poésie comprendre réécriture poème antique élégie personnel poème philosophique poème politique marquer contexte révolutionnaire œuvre inachever jeune poète xviii siècle publier progressivemer partir 1819 avoir faire figure majeur hellénisme France inspirateur romantisme durant période révolutionnaire entre polémique politique héritier lumière membre parti constitutionnel admire révolution 1789 prendre violemment position contre jacobinisme mener Robespierre tout mépriser royaliste,29
399,Germaine_de_Staël,preromantisme,"Anne-Louise-Germaine Necker, baronne de Staël-Holstein, connue sous le nom de Madame de Staël (/stal/), est une romancière, épistolière et philosophe genevoise et française née le 22 avril 1766 à Paris où elle est morte le 14 juillet 1817.
Issue d'une famille de protestants valdo-genevois richissimes, fille du ministre des finances de Louis XVI Jacques Necker, elle est élevée dans un milieu de gens de lettres. Elle épouse, en 1786, le baron Erik Magnus Staël von Holstein, ambassadeur du roi Gustave III de Suède auprès de la cour de France à Versailles. Le couple se séparera en 1800. Devenue baronne de Staël, elle mène une vie sentimentale agitée et entretient en particulier une relation orageuse avec Benjamin Constant, écrivain et homme politique franco-vaudois rencontré en 1794.
Entretemps, sa réputation littéraire et intellectuelle s'est affirmée grâce à trois essais philosophiques que sont les Lettres sur les ouvrages et le caractère de Jean-Jacques Rousseau (1788), De l'influence des passions sur le bonheur de l'individu et des nations (1796) et De la littérature considérée dans ses rapports avec les institutions sociales (1800).
Favorable à la Révolution française et aux idéaux de 1789, elle adopte une position critique dès 1791 et ses idées d'une monarchie constitutionnelle la font considérer comme une opposante gênante par les maîtres de la révolution. Malgré le statut de diplomate de son mari, elle doit se réfugier auprès de son père en Suisse à plusieurs reprises. Interdite de séjour sur le sol français par Napoléon Bonaparte qui la considère comme un obstacle à sa politique, elle s'installe en Suisse dans le château familial de Coppet qui sert de lieu principal de rencontres au groupe du même nom, et d'où elle fait paraître Delphine (1802), Corinne ou l'Italie (1807) et De l'Allemagne (1810/1813).
Veuve en 1802, elle se remarie en 1811 avec un jeune officier genevois, Albert de Rocca, et rouvre son salon parisien à la faveur de la Restauration de la maison de Bourbon.
Grâce à la publication de De l'Allemagne (1813-14), elle popularise en France les œuvres des auteurs de langue allemande, jusqu'alors relativement méconnues. Elle ouvre ainsi la voie au romantisme français, directement inspiré des premiers romantiques allemands et anglais. Ses œuvres fictionnelles majeures, dans lesquelles elle représente des femmes victimes des contraintes sociales qui les enchaînent, sont Delphine (1802) et Corinne ou l'Italie (1807).
Elle meurt en 1817, peu de temps après une attaque de paralysie qui la terrasse au cours d'un bal que donnait le duc Decazes, laissant inachevées ses Considérations sur les principaux événements de la Révolution française, ouvrage posthume publié en 1818, ainsi que ses Dix années d'exil, parues à titre posthume en 1821.",Anne Louise Germaine Necker baronne Staël Holstein connaître sous nom monsieur staël romancier épistolier philosophe genevois français naître 22 avril 1766 Paris où mourir 14 juillet 1817 issue famille protestant valdo genevois richissime fille ministre finance Louis XVI Jacques Necker élevé milieu gens lettre lui épous 1786 baron Erik magnu Staël von Holstein ambassadeur roi Gustave iii Suède auprès cour France Versailles le couple séparer 1800 devenir baronne Staël mener vie sentimental agiter entretenir particulier relation orageux Benjamin Constant écrivain homme politique rencontrer 1794 entretemps réputation littéraire intellectuel affirmer grâce trois essai philosophique lettre ouvrage caractère Rousseau 1788 de influence passion bonheur individu nation 1796 de littérature considérer rapport institution social 1800 favorable révolution français idéau 1789 adopte position critique dès 1791 idée monarchie constitutionnel faire considérer comme opposant gênant maître révolution malgré statut diplomate mari devoir réfugier auprès père Suisse plusieurs reprise interdire séjour sol français Napoléon Bonaparte considère comme obstacle politique installe Suisse château familial Coppet servir lieu principal rencontre groupe nom où faire paraître Delphine 1802 Corinne Italie 1807 de Allemagne veuve 1802 remarier 1811 jeune officier genevois Albert Rocca rouvrir salon parisien faveur restauration maison Bourbon grâce publication de Allemagne 1813 14 popularise France œuvre auteur langue allemand alors relativement méconnaître lui ouvrir ainsi voie romantisme français directement inspirer premier romantique allemand anglais son œuvre fictionnel majeur lequel représente femme victime contrainte social enchaîner Delphine 1802 corinne Italie 1807 lui meurt 1817 peu temps après attaque paralysie terrasse cours bal donner duc Decazes laisser inachever considération principal événement révolution français ouvrage posthume publier 1818 ainsi Dix année exil parue titre posthume 1821,29
